time	V(n010)
4.557831624211204e-006	1.087264e+001
4.572382281069643e-006	1.088531e+001
4.586033295732057e-006	1.089712e+001
4.604798326362115e-006	1.091325e+001
4.622175006090482e-006	1.092809e+001
4.637558418807549e-006	1.094114e+001
4.653627825317854e-006	1.095469e+001
4.673131609617262e-006	1.097100e+001
4.712019609420673e-006	1.100321e+001
4.730179407701684e-006	1.101807e+001
4.750108642079471e-006	1.103427e+001
4.766960816798534e-006	1.104787e+001
4.785368525602168e-006	1.106261e+001
4.806956818458009e-006	1.107977e+001
4.831443591247348e-006	1.109907e+001
4.851484206191362e-006	1.111474e+001
4.875159128184259e-006	1.113307e+001
4.903984540250220e-006	1.115517e+001
4.931045231212341e-006	1.117572e+001
4.975582956713879e-006	1.120908e+001
5.000220136347749e-006	1.122727e+001
5.026021374763493e-006	1.124616e+001
5.047146402567581e-006	1.126148e+001
5.077432431742357e-006	1.128322e+001
5.109042374130133e-006	1.130567e+001
5.137224047734468e-006	1.132546e+001
5.167296060504603e-006	1.134635e+001
5.191871198717210e-006	1.136324e+001
5.255721647039234e-006	1.140641e+001
5.292159618311464e-006	1.143058e+001
5.327116872387485e-006	1.145349e+001
5.363219152121563e-006	1.147683e+001
5.400754384272087e-006	1.150077e+001
5.437445766184228e-006	1.152386e+001
5.476347837123823e-006	1.154801e+001
5.557778022787473e-006	1.159746e+001
5.647768732599612e-006	1.165044e+001
5.700783606091666e-006	1.168087e+001
5.748874264568157e-006	1.170800e+001
5.800425006576189e-006	1.173658e+001
5.900318275681507e-006	1.179045e+001
5.962968349630064e-006	1.182330e+001
6.086110021016151e-006	1.188589e+001
6.217188603447948e-006	1.194968e+001
6.286297556388695e-006	1.198219e+001
6.434958140063424e-006	1.204967e+001
6.511524305451762e-006	1.208310e+001
6.613314744487783e-006	1.212631e+001
6.711807078862682e-006	1.216690e+001
6.803013438411729e-006	1.220330e+001
6.917478482141876e-006	1.224737e+001
7.076752696938155e-006	1.230629e+001
7.231006290433356e-006	1.236096e+001
7.371430373373164e-006	1.240854e+001
7.519067028537553e-006	1.245646e+001
7.664720162158314e-006	1.250168e+001
7.851668627204076e-006	1.255676e+001
8.123689753620610e-006	1.263231e+001
8.387804175625287e-006	1.270107e+001
8.638887884568651e-006	1.276230e+001
8.856120521257048e-006	1.281228e+001
9.045540325392995e-006	1.285363e+001
9.237823862269252e-006	1.289372e+001
9.606662159879556e-006	1.296559e+001
9.864567554998928e-006	1.301229e+001
1.017298701092777e-005	1.306507e+001
1.047594298632620e-005	1.311392e+001
1.098293767845169e-005	1.318956e+001
1.147693503851630e-005	1.325642e+001
1.202289484590461e-005	1.332365e+001
1.219023961104436e-005	1.334310e+001
1.256962914569205e-005	1.338475e+001
1.294901868033974e-005	1.342445e+001
1.332840821498743e-005	1.346219e+001
1.370779774963513e-005	1.349799e+001
1.408718728428282e-005	1.353183e+001
1.446657681893051e-005	1.356372e+001
1.484596635357820e-005	1.359366e+001
1.531505864955576e-005	1.362893e+001
1.578415094553332e-005	1.366266e+001
1.625324324151088e-005	1.369483e+001
1.672233553748844e-005	1.372546e+001
1.719142783346600e-005	1.375454e+001
1.766052012944356e-005	1.378207e+001
1.812961242542112e-005	1.380806e+001
1.875493282996482e-005	1.384101e+001
1.938025323450853e-005	1.387251e+001
2.000557363905224e-005	1.390255e+001
2.063089404359594e-005	1.393114e+001
2.125621444813965e-005	1.395826e+001
2.188153485268336e-005	1.398393e+001
2.250685525722706e-005	1.400814e+001
2.335482429986954e-005	1.403947e+001
2.420279334251202e-005	1.406941e+001
2.505076238515450e-005	1.409797e+001
2.589873142779698e-005	1.412513e+001
2.674670047043945e-005	1.415090e+001
2.759466951308193e-005	1.417528e+001
2.844263855572441e-005	1.419827e+001
2.960650172759307e-005	1.422840e+001
3.077036489946174e-005	1.425719e+001
3.193422807133041e-005	1.428466e+001
3.309809124319908e-005	1.431079e+001
3.426195441506775e-005	1.433559e+001
